,jobtitle,employer,location,seniorityLevel,employmentType,jobFunction,industry,salaryRange,jobStatus,description
127,Software Engineer - Accessibility,GitHub,"Leeds, England, United Kingdom",Associate,Full-time,Engineering and Information Technology,Computer Software,,Open,"[""At GitHub, our mission is to be the home for all developers. More than a billion people in the world live with disabilities and we are determined to build a GitHub that is inclusive. \n\nGitHub is seeking a software engineer to join a new Accessibility team within our UI Platform team. The UI Platform team extracts patterns and best practices from our engineering organization and builds frameworks that enable the next generation of interactive experiences that our internal and external developers use every day in their development workflows. \n\nThe new Accessibility team will not only work to make sure GitHub achieves and maintains compliance, but also enforce accessibility as a core fundamental for all of our frontend frameworks. In this role, you will have the opportunity to work with a distributed and passionate team delivering features and improvements to our frontend platforms. \n\nResponsibilities:\nYou will help build better process and tooling to ensure all code shipped at GitHub meets our accessibility standards \nYou will help address accessibility bugs and improve the process to reduce our turnaround time\nYou will directly engage with teams to guide their accessibility fixes and improve our OSS guidance for building UI with Primer\nYou will collaborate with our Design Systems team to build and implement accessibility as a core requirement for our Primer component libraries\nYou will write, review and maintain code primarily in Rails and JavaScript\nYou will collaborate closely with engineering, product, and design team members\nYou will document the systems you help build\nYou will coordinate with engineering and product leadership to define and prioritize projects that help us meet business objectives\nYou will work with support to triage and debug technical support requests\nYou will participate in on-call rotations with your team and actively improve service health \n\n\n\nMinimum Qualifications:\nStrong communication skills both written and verbal\n3 years building and maintaining web applications\n3 years of experience writing JavaScript, Ruby or similar programming experience\nPassionate about building accessible and inclusive products\nExperience with Git\nExperience with relational databases\nExperience with API design\nExperience with production system monitoring & observability\nPassionate about healthy team culture and collaboration\n\n\n\nPreferred Qualifications:\nExperience writing code that meets accessibility standards such as the Web Content Accessibility Guidelines (WCAG). \nExperience analyzing or auditing code for accessibility issues\nRemote work experience\nExperience maintaining a public API\nExperience building highly available distributed systems\nPrefer impact rather than activity\n\n\n\nWho We Are:\n\nGitHub is the developer company. We make it easier for developers to be developers: to work together, to solve challenging problems, and to create the world’s most important technologies. We foster a collaborative community that can come together—as individuals and in teams—to create the future of software and make a difference in the world.\n\nLeadership Principles:\n\nCustomer Obsessed - Trust by Default - Ship to Learn - Own the Outcome - Growth Mindset - Global Product, Global Team - Anything is Possible - Practice Kindness\n\nWhy You Should Join:\n\nAt GitHub, we constantly strive to create an environment that allows our employees (Hubbers) to do the best work of their lives. We've designed one of the coolest workspaces in San Francisco (HQ), where many Hubbers work, snack, and create daily. The rest of our Hubbers work remotely around the globe. Check out an updated list of where we can hire here: https://github.com/about/careers/remote\n\nWe are also committed to keeping Hubbers healthy, motivated, focused and creative. We've designed our top-notch benefits program with these goals in mind. In a nutshell, we've built a place where we truly love working, we think you will too.\n\nGitHub is made up of people from a wide variety of backgrounds and lifestyles. We embrace diversity and invite applications from people of all walks of life. We don't discriminate against employees or applicants based on gender identity or expression, sexual orientation, race, religion, age, national origin, citizenship, disability, pregnancy status, veteran status, or any other differences. Also, if you have a disability, please let us know if there's any way we can make the interview process better for you; we're happy to accommodate!\n\nPlease note that benefits vary by country. If you have any questions, please don't hesitate to ask your Talent Partner.\n\n\n\nWho We Are:\n\n\nGitHub is the developer company. We make it easier for developers to be developers: to work together, to solve challenging problems, and to create the world’s most important technologies. We foster a collaborative community that can come together—as individuals and in teams—to create the future of software and make a difference in the world.\n\n\nLeadership Principles:\n\n\nCustomer Obsessed - Trust by Default - Ship to Learn - Own the Outcome - Growth Mindset - Global Product, Global Team - Anything is Possible - Practice Kindness\n\n\nWhy You Should Join:\n\n\nAt GitHub, we constantly strive to create an environment that allows our employees (Hubbers) to do the best work of their lives. We've designed one of the coolest workspaces in San Francisco (HQ), where many Hubbers work, snack, and create daily. The rest of our Hubbers work remotely around the globe. Check out an updated list of where we can hire here: https://github.com/about/careers/remote\n\n\nWe are also committed to keeping Hubbers healthy, motivated, focused and creative. We've designed our top-notch benefits program with these goals in mind. In a nutshell, we've built a place where we truly love working, we think you will too.\n\n\nGitHub is made up of people from a wide variety of backgrounds and lifestyles. We embrace diversity and invite applications from people of all walks of life. We don't discriminate against employees or applicants based on gender identity or expression, sexual orientation, race, religion, age, national origin, citizenship, disability, pregnancy status, veteran status, or any other differences. Also, if you have a disability, please let us know if there's any way we can make the interview process better for you; we're happy to accommodate!\n\n\nPlease note that benefits vary by country. If you have any questions, please don't hesitate to ask your Talent Partner.""]"
128,User Researcher,Anson McCade,"Leeds, England, United Kingdom",Mid-Senior level,Full-time,"Information Technology, Consulting, and Engineering","Information Technology and Services, Computer Software, and Management Consulting",,Open,"['User Researcher\nLeeds (Hybrid Working Post Covid)\nPermanent\n\nThe UK’s #1 Digital Solutions Provider for Design & Build are currently on the lookout for a passionate and experienced User Researcher to join the company’s award winning and globally renowned Digital Services Capability as it looks to expand its Design Practice across the UK. Your job will be to spend time with the people who are at the hearts of products and services to gain an in-depth understanding of their pain points and empathise with their needs. Translating and identifying their current digital challenges to build a bespoke and tangible digital experience.\n\nThis Times Top 100 Company and AWS/Microsoft Gold Partner of the Year 2021 operate primarily across the public sector, leading on a number of revolutionary projects through the digitisation of Government Services including the HM Passport Service, DVSA Driving Test digital transformation, Cabinet Office Register to Vote Service and the NHS App to name but a few. The business however also maintains a myriad of commercial sector partners including Netflix, Booking.Com & Diageo to deliver innovative and user centered digital services which transform and accelerate enterprise operations and categorically improve the lives of citizens across UK.\n\nUser Researcher Responsibilities Include:\n• Operating within a key role as part of a multi-disciplined agile team \n• Planning, designing and conducting user research focusing on the client/end user’s needs\n• Contributing to the usability testing process from developing user recruitment briefs through to test moderation, analysis and report writing\n• Presenting findings and design/business recommendations to project stakeholders at all levels\n• Providing rapid, light weight sketches and scamps\n• Working with designers to develop content which simplifies complex languages and processes\n• Facilitating a consistent research approach through working collaboratively with other user researchers\n• Applying knowledge in human factors, rapid ethnography, and the user-centred design processes to product and service design\n• Communicating effectively with a range of digital delivery disciplines both internally/externally \n• Complying with all confidentiality and non-disclosure policies and/or agreements, ensuring security of information at all times\n\nEssential User Researcher Skills & Experience:\n• Previous experience within a User Researcher role as part of a full service digital agency\n• Proven experience of gathering and delivering actionable insights\n• Demonstrable knowledge in user centred design practices\n• Qualitative research methods (user requirements gathering, early stage concept, prototype testing, guerrilla research)\n• Strong understanding of using artefacts to share and communicate insights (user flows, experience maps, experience blueprints, prioritised user needs, user profiles, and test results)\n• Understanding of information architecture, interaction design, and visual design principles\n• Excellent understanding of Agile delivery methodology\n• Degree in Interaction Design, Product Design, Industrial Design, Graphic Design, or related field\n• Must be flexible to travel up to 2 days per week post Covid!\n\nCareer Progression:\nWith a tailored training and development program the company offer accelerated career growth; promoting 25% of its entire staff in 2020 through providing each employee with 2 Pay Reviews and 1 Position Review annually whilst optimising and validating your technical expertise through paid training/certifications and one to one mentoring from some of the industry’s leading minds, whilst working on large scale E2E Digital Transformation programmes across multiple industry verticals.\n\nUser Researcher Benefits Package: \n• Negotiable Base Salary of up to £65,000 (Dependant on Experience + Interview Performance)\n• 35 Days Annual Leave (Including Statutory Public Holidays + Buy and Sell up to 10 days per year)\n• Company Shares Scheme\n• Pension: 5% + Group Personal Pension Plan\n• Life Insurance (4x your salary)\n• Travel Expenses Covered (In House Travel Booking Team will arrange your travel if and when necessary i.e. Trains, Flights etc.)\n• Regular Salary/Position Reviews (Every 6 Months)\n\nIf you are interested in applying for the User Researcher position and joining this award winning Digital Consultancy then please apply below or contact me directly.\n\nContact: 02077806706\nAMC*GBA*UR.17.08.21\nUser Researcher']"
129,Data Analyst,Page Personnel,"Leeds, England, United Kingdom",Entry level,Full-time,Information Technology,"Electrical/Electronic Manufacturing, Machinery, and Staffing and Recruiting",,Open,"[""Varied, fast paced role\nWell performing, market leading business\nAbout Our Client\n\nPage Personnel are recruiting a Data Analyst for an international, market leading organisation based in Leeds that has been performing very well with further extensive growth plans.\n\nJob Description\n\nAs a Data Analyst, you will be responsible for creating and providing reporting and models in order to aid in decision making across the business.\n\nDuties will include, however are not limited to, design reporting for customer analysis, collating data and pulling together for key projects, predictive analysis, ensuring data quality is high to ensure consistency and reliability and reporting for key stakeholders across the business.\n\nThis is an unrivalled opportunity for a strong data analyst looking for a new challenge in a forward thinking, well performing organisation.\n\nThe Successful Applicant\n\nThe Successful Candidate Will\nHave worked in a relevant role previously\nHave a strong academic background\nHave advanced Excel skills\nHave used SQL or Business Objects or Tableau previously - desirable\nWhat's On Offer\n\n£29,000 - £32,000 + 25 days annual leave (plus bank holidays) + company pension scheme + life assurance + cycle to work scheme + free parking when in the office\n\nContact: Victoria Starr\n\nQuote job ref: JN-042021-2568060\n\nBrand: PP""]"
130,[REMOTE] Senior Data Engineer – Full-time,Toptal,"Halifax, England, United Kingdom",Mid-Senior level,Contract,Information Technology,"Information Technology and Services, Computer Software, and Internet",,Open,"[""Design your lifestyle as a top freelance data engineer, with the freedom to work however, wherever, on your terms.\n\nFreelance work is defining the careers of today's data engineers in exciting new ways. If you're passionate about working flexibly with leading Fortune 500 brands and innovative Silicon Valley startups, Toptal could be a great fit for your next career shift.\n\nToptal is an elite talent network for the world's top 3% of developers, connecting the best and brightest freelancers with top organizations. Unlike a 9-to-5 job, you'll choose your own schedule and work from anywhere. Jobs come to you, so you won't bid for projects against other data engineers in a race to the bottom. Plus, Toptal takes care of all the overhead, empowering you to focus on successful engagements while getting paid on time, at the rate you decide, every time.\n\nAs a freelance data engineer, you could join an ever-expanding community of experts in over 120 countries, working remotely on the projects that meet your career ambitions.\n\nThat's why the world's top 3% of developers choose Toptal. Data Engineers in our elite network share:\nAt least 3 years of professional experience in Data Engineering\nProject management skills\nA keen attention to detail\nExperience with cloud technologies (AWS / Azure) is a strong advantage\nProfessional experience with Business Intelligence and Data Engineering is required\nFull-time availability is a strong advantage\nIf you're ready for a career shift to impactful freelance work, take the next step by clicking apply and filling out the short form.\n\n#RemoteJobsDataEngineering""]"
131,Data Engineer,PharmiWeb.Jobs,"Gildersome, England, United Kingdom",Entry level,Full-time,Information Technology,"Research, Biotechnology, and Pharmaceuticals",,Open,"['ICON plc is a world-leading healthcare intelligence and clinical research organisation. From molecule to medicine, we advance clinical research providing outsourced services to pharmaceutical, biotechnology, medical device and government and public health organisations.\n\nWith our patients at the centre of all that we do, we help to accelerate the development of drugs and devices that save lives and improve quality of life.\n\nOur people are our greatest strength, are at the core of our culture, and the driving force behind our success. ICON people have a mission to succeed and a passion that ensures what we do, we do well.\n\nThe Data Engineer is responsible for contributing to the development of the strategy for Analytics, Reporting and Metrics building in line with overall Business Information Services strategy leveraging visualization tools/business intelligence platforms.\n\nYour role will include the following: -\nResponsibility for handling routine and adhoc data-provisioning requests for complex downstream analysis\nEnsuring data is prepared & structured based on scope of requirements and creating the model for delivery\nPerforming exploratory analysis and determining patterns in the data that may present problems during analysis in its native form.\nDetermining outliers within the data and adjusting, removing or inputting missing data to ensure data is clean and fit for analysis\nKey customers/consumers internally within the global pharma company will include multiple Data Science teams located across the business\nLeveraging business intelligence tool i.e Spotfire for exploratory analysis and data review\nLiaising, advising and negotiating with key customer groups on requirements and proposing innovative solutions to meet their data modelling/data provisioning requirements\nResponsible for the development and implementation of capabilities to make provisioning of requests more routine, structured and efficient\nContributing to initiatives that enable faster and more effective data modelling/analysis and provisioning\nEnsuring systems, code, and documentation are inspection ready\nThis position can be based in either our Livingston office or can be fully remote/home-based in the UK.\n\nYou Are\n\nA solutions orientated, analytical and customer focused individual with a global business mind set and a strong background in operational excellence!\n\nTo Enable Success In This Position You Will Have\n\nHere at ICON we want our employees to succeed and ensure that they are set up for this success through constant training, development and support.\nA Bachelor’s degree in Engineering, Math’s, Statistics, Science or Computer Science\nAdvanced skills in R or Python are essential - we are looking for an expert in these area\nClinical Trials experience is essential - we will not consider applicants from other industries for this position\nETL (Extract Transfer & Load), SQL and Data Warehouse experience preferred\nExperience of Data Wrangling, Data modelling, Data Analysis/Data Quality\nUnderstanding of statistical principles/analysis\nExperience or familiarity with business intelligence visualization tools a business intelligence visualization tool, from MS Excel through to Spotfire / Tableau / Power BI, would be an advantage\nInterest in or Understanding of Data Science techniques would be an advantage (machine learning, AI etc.).\nICON is an equal opportunity and inclusive employer and is committed to providing a workplace free of discrimination and harassment. All qualified applicants will receive equal consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or protected veteran status.']"
132,User Researcher (Principal Consultant),Hippo Digital UK,"Leeds, England, United Kingdom",Mid-Senior level,Full-time,Research,"Information Technology and Services, Computer Software, and Internet",,Open,"['Hi, we’re Hippo!.\n\nWe’re a digital service design consultancy who work closely with our clients to create digital products and services that work for everyone.\n\nPeople are at the centre of everything we do. We support and grow the people we work with and come together as a community to solve problems.\n\nWe take a common sense approach to getting things done. We do not abide by dogma. We get things wrong and that’s ok. We learn from it and adapt. We stay curious and never stop learning.\n\nAbout The Role\n\nDo you enjoy working collaboratively within multidisciplinary teams? Do you have great consultancy skills, caring about your client’s needs and motivations? Do you love getting to the root of issues and helping to improve user experience?\n\nWe are looking for a User Researcher to join the team on a permanent basis, so keep reading\n\nWhat You Will Do\nAct as engagement lead or site delivery lead for projects and support new business activity\nLead collaboration with various skill sets and provide a high level of support for clients and colleagues within Hippo\nDefine the recruitment processes for user researchers, advise on suitability of candidates and lead recruitment interviews\nPlan, design, prepare and execute a range of user research activities to support the design, development and continuous improvement of client products\nIdentify the most appropriate research methods depending on the phase of the service lifecycle, such as quantitative and qualitative research, ethnographic research methods, usability testing and A/B tests\nProvide insights on the user’s behaviour, motivations and end goals that will inform the design decisions made throughout the project’s progress\nHelp the team to build empathy for the service users\nSupport usability evaluation sessions in different environments or remotely\nUse a range of tools to collect data, and write research reports supported by the evidence, such as video, graphs, tables and pictures\nEffectively present your findings and related design/business recommendations and customer insights to stakeholders\nEngage with agile, multidisciplinary teams with a user-centred design process\nLearn from insights from user research and metrics to define and improve the service, and explain your decisions clearly\nRun workshops with your team and stakeholders\nRecruit, coach and support the professional development of a range of disciplines\nDefine the recruitment processes for user researchers, advise on suitability of candidates and lead recruitment interviews\nWork with the Hippo research and design community to share best practice to ensure high standards\nRequirements\nYou are an expert practitioner with broad industry experience\nYou have experience being accountable for relationships with senior stakeholders and overcoming challenges to enable service delivery\nYou have extensive experience presenting your work to clients and managing engagement with stakeholders\nYou can manage relationships effectively, building long-term, strategic partnerships that involve regular and clear communication\nYou have advanced experience with Agile, GDS standards and service principles\nExperience of using different methods to achieve insights (both qualitative and quantitative) for example sampling, questionnaire design and analysis, interviews, ethnographic observations, facilitating workshops, focus groups and other types of group discussion, and managing stakeholder engagement sessions\nTo understand user centred design principles and practices\nBe able to understand the strategic objectives of the organisation and how the insights will help them\nTo be comfortable having your findings challenged by stakeholders and the ability to clearly explain the insights\nSalary £66,000pa - £80,000pa\n\nHow Hippo Digital Embraces Diversity & Equal Opportunity\n\nHippo Digital are committed to diversity, equality and inclusion. For us diversity and inclusion are not just a tick-boxing activity, but a chance for us to make long-term meaningful change. A diverse workforce means that we’re able to unlock our ability to innovate, be creative, be better problem solvers and provide an inclusive environment for everyone and we encourage candidates from all backgrounds to apply.\n\nWe invite candidates to apply from anywhere in the UK who can be flexible regarding location. Our offices are based in Leeds and Coventry but due to the nature of our business you may be requested to work from our various client locations and/or work from home.']"
133,Data Engineer with Azure knowledge,EPAM Systems,"Leeds, England, United Kingdom",Mid-Senior level,Full-time,Information Technology,Information Technology and Services,,Open,"['EPAM is a leading global provider of digital platform engineering and development services. We are committed to having a positive impact on our customers, our employees, and our communities. We embrace a dynamic and inclusive culture. Here you will collaborate with multi-national teams, contribute to a myriad of innovative projects that deliver the most creative and cutting-edge solutions, and have an opportunity to continuously learn and grow. No matter where you are located, you will join a dedicated, creative, and diverse community that will help you discover your fullest potential.\n\nDescription\n\nAre you a Data Engineer with Azure cloud experience, and looking for your next exciting career move? Look no further than EPAM where we live and breathe technology. In this role you will design ETL processes, participate in data migration projects with our team and build components for data platforms during our client project.\n\nWhat You’ll Do\n\nDesign and build ETL processes\nProductionise solutions with security and monitoring best practices\nInnovate and create custom solutions/workarounds\nActively lead in sprint planning and assigning tasks\nInfluence ways of working within development teams\nContribute to design and decision making\n\nWhat You Have\n5+ years developer experience on commercial projects\nSkilled in SQL or Python development\nFamiliar with BI tools Power BI/Qlikview/Tableau\nStrong communicator verbal and written\nAble to articulate complex technical concepts to non-technical audiences\nAbility to work with clients and engage across teams/disciplines\nCompetent with Azure DevOps, project setup, repos, builds and release pipelines\nExperience in Azure tools and services: ADFv2, Azure Databricks, Storage, Azure SQL and Synapse, Analysis Services\nGood working knowledge of security, AAD, Service Principals, KeyVault\nExperience of Web Apps/.NET/Azure functions/Automation/Logic Apps/Event Hub desirable but not essential\nThe following certifications you may have are non-essential but highly desirable for the position:\nExam DP-201: Designing an Azure Data Solution\nExam DP-200: Implementing an Azure Data Solution\nDatabricks Certified Associate Developer for Spark 2.4/3.0\n\nWe offer\n\nWe offer a range of benefits including\nA competitive group pension plan, life assurance and income protection\nPrivate medical insurance, private dental care and critical illness cover\nCycle scheme Tech scheme and season ticket loan\nEmployee assistance program\nVarious perks such as Friday lunch, on-site massage and regular social events\nUnlimited access to LinkedIn learning solutions\nSome of these benefits may be available only after you have passed your probationary period\n\nApply']"
134,Software Developer C#/JAVA (HOMEBASED),Servelec,"South Kirkby, England, United Kingdom",Entry level,Full-time,Engineering and Information Technology,Computer Software,"£47,000.00/yr - £47,000.00/yr",Open,"['Becoming a Software Developer (Integration) with Servelec\n\nNot sure what skills you will need for this opportunity Simply read the full description below to get a complete picture of candidate requirements.\n\nWorking as part of the Architecture, Integration and DevOps team for Servelec you will focus on integration and interoperability for the Health, Social Care, and Education markets.\n\nAs a Software Developer, you will be responsible for the development of our APIs across the suite of Servelec products. Helping to make real word impacts to people lives, connecting the market sectors covered by Servelec (Healthcare, Social care, Education and Youth Services), you will have the opportunity to work with many technology stacks, venders and projects at both local and national level.\n\nWhat You Will Do\n\nDevelop and nurture key relationships with teams across the Servelec Business and with external Technical Stakeholders.\n\nManaging, driving, and successfully delivering a programme of projects through the full life cycle to time, cost, and quality.\n\nWorking with the Integration team’s architects and to propose designs for integrations.\n\nDeveloping new and maintaining existing APIS\n\nWorking with C#, JavaScript, Mirth, Java & SQL Server, and related technologies to allow the creation of and the support of new or existing integrations.\n\nCreating, maintaining and versioning APIs in our Cloud platform\n\nUse and examine current transformation technologies such as XML, JSON, CSV, HL7 and SQL\n\nCreating error logging and reporting solutions and delivering to customers and partners\n\nPrepare required documentation.\n\nYour Experience Will Include\n\nIntegration and transformation experience and/or strong backend API based development experience.\n\nJavaScript, C# and/or Java Experience\n\nExperience of architecting transformation and connectivity solutions using 3rd party tools.\n\nExperience with SQL, XML, JSON and XSLT\n\nUnderstanding of security aspects, SSL/TLS authentication, OAuth 2\n\nKnowledge of writing complex and efficient SQL for relational databases\n\nExperience using ORMs such as NHibernate.\n\nWritten and verbal communication skills\n\nAgile/scrum experience\n\nHL7 (Desirable)\n\nAbout Servelec\n\nWe are transforming care and connecting communities with software and services that make a real difference to the people who need it most. Busy social workers, critically ill patients, NHS workers, anxious parents, and vulnerable young people. Wherever you work in our business, you will be helping us improve lives with technology that matters. We care for our people, so they can help us care for others. We encourage flexible working and remote working and support everyone with the tools they need to make a real difference. We welcome all types, from innovative thinkers and problem solvers to dynamic deliverers, straight-talkers, and team-players. And we value voices from every level. We are one inclusive team where everyone can share their ideas to improve the way we work. We are together for Digital Care.\n\nFind out more at www.servelec.co.uk\n\nWhat will you get in return?\n\nOur benefits include a competitive salary, flexibility of working hours, ability to work remotely, 25 days holiday increasing to 28 (after 5 years’ service) + bank holidays, ability to buy extra holiday up to 40 days holiday or sell down to 20 days holiday! Company pension, 4x life insurance and a health cash plan which offers cash contributions towards some medical costs such as eye care or dental treatment and a range of options to support wellbeing.\n\nAt Servelec, we do not just accept difference - we celebrate it, we support it, and we thrive on it for the benefit of our employees, our products, and our community.\n\nServelec is proud to be an equal opportunity employer regardless of age, disability, gender reassignment, marriage and civil partnership, pregnancy and maternity, race, religion and belief, sex, and sexual orientation.\n\nWhat We Hope You Will Do Next\n\nHelp us find out more about you by completing our short application process - click apply now.\n\n|Together for Digital Care|\n\nClick apply for full job details\n\nRemote working/work at home options are available for this role.']"
135,"Data Engineer - Up to £55,000 - Remote Opporunity",Jefferson Frank,"Leeds, England, United Kingdom",Entry level,Full-time,Information Technology,"Information Technology and Services, Staffing and Recruiting, and Human Resources",,Open,"[""Data Engineer - Up to £55,000\n\nEnergy company desiring a Data Engineer who'd be joining the Data Team and working hard to collect, secure, transform, store, analyse and present data from their various business teams. Their teams persistently works on a backlog of data sources and integrations with third party vendors and suppliers to create a data warehouse within the AWS eco system.\n\nYour Responsibilities\n\nYou'd be helping to increase their pace of delivery, managing a continuous integration and deployment tools, helping them to define infrastructure as code, and help with estimating system requirements, as well as monitoring efficient operations.\n\nYou are\nExperienced in Python\nUnderstanding of common data query languages for relational and document databases\nBackground in developing REST APIs.\nUnderstanding Cloud specifically AWS\nGet in touch: m.ford@jeffersonfrank.com & 0191 500 8478""]"
136,Software Implementation Specialist (remote working),networx | Recruitment Software & Services,"Leeds, England, United Kingdom",Entry level,Full-time,Information Technology,Civic & Social Organization and Nonprofit Organization Management,,Open,"[""Your new role\n\nAs Implementation Specialist you will install, upgrade, configure, troubleshoot and support secondary care, Ascribe, software applications, tools and interfaces. The role will often involve data migration and synchronisation working with very sensitive data.\n\nAs Implementation Specialist you work autonomously and in line with priorities assigned by the Deployment and Migration Manager and in context of a 20+ person Solution Delivery department where varying technologies are employed. Much of the work will be in co-ordination with staff from other departments such as support and product specialists as well as customers. You will manage and work within a project team to complete tasks as detailed within the project plan, and develop and maintain relationships with end users and to be the main point of contact for users during the implementation phase of a project.\n\nThis is a UK based, home working role with a limited requirement to travel.\n\nWhat you’ll bring\n\nExperience of SQL - configuring, writing and running scripts\n\nTime spent installing and configuring of a SQL server database based applications\n\nStrong personal organisational, documentation, stakeholder management and communications skills\n\nThe ability to understand complex technical requirements and relay these to less technical teams\n\nStrong problem solving techniques\n\nThe ability to work confidently and effectively on site and as part of a project team\n\nDemonstrate an understanding of interfacing with a focus on; Interface communication types (tcp ip, wcf), HL7 and its standards and XML - desirable not essential\n\nAn understanding of Windows networks and the policies, security and architecture that make them up with a particular focus on; IIS, SQL and other enterprise services, Windows Event and failure logging, Resilience and disaster recovery architecture and N3 and spine services - desirable but not essential\n\nAbout Us\n\nWant to be part of something really exciting? We are transforming the way health and care is delivered. Working with our customers, we are leading the way in the delivery of patient-centred, connected, digitally enabled health and care services.Our customers and partners are using our solutions in all health and care settings, from GP surgeries and community care to high street pharmacies, hospitals, clinics, not for profit organisations, and specialist services. We are committed to developing the next generation of healthcare technology that will truly make a difference.\n\nWhat we'll give youIn return, you’ll receive a competitive salary and practical things like 25 days holiday, pension, lifestyle savings and a healthcare cash plan, so whenever the time comes and you need some help with your health, we’ll make sure you’re not out of pocket and life assurance will be there to give you some peace of mind.#LIremote""]"
137,Data Science Lead (Pre-Award Feasibility) - Europe,Syneos Health Clinical Solutions,"Gildersome, England, United Kingdom",Entry level,Full-time,Engineering and Information Technology,"Information Technology and Services, Financial Services, and Hospital & Health Care",,Open,"['LM/21003915\nData Science Lead\nPre-Award Feasibility – Site and Patient Access\nEU Office based / Home based\nPermanent\nSite Patient Access Data Science Lead\nCome discover what our 25,000+ employees already know: work here matters everywhere. We’re a growing and evolving biopharmaceutical industry leader, which means you’ll have endless opportunities to work with experts around the world and build the career you’ve dreamed of.\nAs a part of the Syneos Health team, you’ll help us deliver results for a rewarding reason – we improve patients’ lives around the world. Because to us, a patient isn’t just a number, they’re our family, friends, and neighbors.\nWhy Syneos Health\n• #SyneosHealthLife means we’re committed to our Total Self culture – where everyone can authentically be themselves. Our Total Self culture is what unites us globally, and we know every person’s unique contributions make a difference.\n• We believe our success is a direct result of the people who are driving it – you! We value your dedication to care for our customers and patients, so we want to focus on taking care of you. That’s why we offer a comprehensive benefits program encompassing your total health - physical, mental and financial.\n• We are continuously building the company we all want to work for and our customers want to work with. Why? Because when we bring together diversity of thoughts, backgrounds, cultures, and perspectives – we’re able to create a place where everyone feels like they belong.\nJob responsibilities\n• Works independently to assess the level of data required and approaches for RFPs and individual paid feasibility assessments. Ability to manage a small to average number of assignments at the same time. May coordinate work of other team members. Proactively identifies solutions to non-standard requests. Applies knowledge/skills to a range of moderately complex activities.\n• Independently liaises with internal stakeholders to review sponsor requirements, protocol, and timelines for individual RFPs. Upon discretion of a line manager, may participate in and support activities related to department staff operations.\n• No project oversight expected, some limited mentoring upon discretion of the Line Manager may be expected.\n• Supports department management in development of group and achieving business objectives.\n• Liaises with Business Units, Business Development, Medical Directors, Business Analysts, and other members of the team to review sponsor requirements, protocol, and timelines for individual RFPs.\n• Independently manages and performs research of scientific literature using internet and internal facilities to provide background information.\n• May support the preparation of material for and attends bid defense teleconferences and meetings, under review and supervision of a line manager or delegate.\n• Actively participates in developing relevant metrics to measure the impact of protocol feasibility assessments, recruitment support, site identification and selection activities.']"
